Forum Post,Video Link,User,Account,Amount,Exchange Rate,Token Amount,Payout Link
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=11,https://play.joystream.org/video/2064,vitdetz,5HmV5RJTMinPq7pKqwyUKgnhLHfrJKwmj9TAUvZkwixoGYXU,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x0bee76c140ed90816e601dc61ae72ceec745c3e7fcdaaba8c59d32c04a14ae88
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=11,https://play.joystream.org/video/2075,vitdetz,5HmV5RJTMinPq7pKqwyUKgnhLHfrJKwmj9TAUvZkwixoGYXU,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x0bee76c140ed90816e601dc61ae72ceec745c3e7fcdaaba8c59d32c04a14ae88
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=11,https://play.joystream.org/video/2085,vitdetz,5HmV5RJTMinPq7pKqwyUKgnhLHfrJKwmj9TAUvZkwixoGYXU,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x0bee76c140ed90816e601dc61ae72ceec745c3e7fcdaaba8c59d32c04a14ae88
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=11,https://play.joystream.org/video/2091,vitdetz,5HmV5RJTMinPq7pKqwyUKgnhLHfrJKwmj9TAUvZkwixoGYXU,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x0bee76c140ed90816e601dc61ae72ceec745c3e7fcdaaba8c59d32c04a14ae88
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=12,https://play.joystream.org/video/2028,mats4,5CZdoZS5n3zKv7ffqLGPEzjAPCUfVWxV6Xvfcjm5MVcicYTG,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x3421636281c223612c4411c118749153411674751363922a18446889668d409e
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=14,https://play.joystream.org/channel/1729 ,dd659,5FUdnd9BfSdVjZSQvth2Vaif5xbVCtnHHSd3XrBb5Uh7bXc6,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x7644e61d81e769263450debd1d588003394b54d1fe89bbe3efa2ac6c233a9349
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=15,https://play.joystream.org/video/2750,xfactorus,5DiGDBPcqS2PvX4iFDgeAS4pb5WqgJdbCqGx1cXKdWbGz6xm,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x494de02b3a93bcaefafd5bda1939fc5231670cf49dd279e2ffca1d0bf2070623
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=16,https://play.joystream.org/video/2781,xantis,5FNctCRVWWgCbKv4kgnUMPDN2iMWW7ZjbQQWf79m4EubbE8E,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x14da15a01af2796ee835113fafdbfc7a5ab37c4fe9843a8abe227f29a9c4eff0
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=16,https://play.joystream.org/video/2798,xantis,5FNctCRVWWgCbKv4kgnUMPDN2iMWW7ZjbQQWf79m4EubbE8E,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x14da15a01af2796ee835113fafdbfc7a5ab37c4fe9843a8abe227f29a9c4eff0
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=18,https://play.joystream.org/channel/1846,alsh16,5EhFNsaRn4Li8VpMtXN6v2r5J39qZUmxUayVHMahd7eYGehp,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x322f6f15d309b64dc74e27932f4c4b011d15727dc51c9efdeaf97e2275c629ca
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=18,https://play.joystream.org/channel/1846,alsh16,5EhFNsaRn4Li8VpMtXN6v2r5J39qZUmxUayVHMahd7eYGehp,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x322f6f15d309b64dc74e27932f4c4b011d15727dc51c9efdeaf97e2275c629ca
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=18,https://play.joystream.org/channel/1846,alsh16,5EhFNsaRn4Li8VpMtXN6v2r5J39qZUmxUayVHMahd7eYGehp,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x322f6f15d309b64dc74e27932f4c4b011d15727dc51c9efdeaf97e2275c629ca
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=18,https://play.joystream.org/channel/1846,alsh16,5EhFNsaRn4Li8VpMtXN6v2r5J39qZUmxUayVHMahd7eYGehp,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x322f6f15d309b64dc74e27932f4c4b011d15727dc51c9efdeaf97e2275c629ca
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=18,https://play.joystream.org/channel/1846,alsh16,5EhFNsaRn4Li8VpMtXN6v2r5J39qZUmxUayVHMahd7eYGehp,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x322f6f15d309b64dc74e27932f4c4b011d15727dc51c9efdeaf97e2275c629ca
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=18,https://play.joystream.org/channel/1846,alsh16,5EhFNsaRn4Li8VpMtXN6v2r5J39qZUmxUayVHMahd7eYGehp,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x322f6f15d309b64dc74e27932f4c4b011d15727dc51c9efdeaf97e2275c629ca
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=18,https://play.joystream.org/channel/1846,alsh16,5EhFNsaRn4Li8VpMtXN6v2r5J39qZUmxUayVHMahd7eYGehp,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x322f6f15d309b64dc74e27932f4c4b011d15727dc51c9efdeaf97e2275c629ca
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=18,https://play.joystream.org/channel/1846,alsh16,5EhFNsaRn4Li8VpMtXN6v2r5J39qZUmxUayVHMahd7eYGehp,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x322f6f15d309b64dc74e27932f4c4b011d15727dc51c9efdeaf97e2275c629ca
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=18,https://play.joystream.org/channel/1990,alsh16,5EhFNsaRn4Li8VpMtXN6v2r5J39qZUmxUayVHMahd7eYGehp,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x322f6f15d309b64dc74e27932f4c4b011d15727dc51c9efdeaf97e2275c629ca
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=18,https://play.joystream.org/channel/1990,alsh16,5EhFNsaRn4Li8VpMtXN6v2r5J39qZUmxUayVHMahd7eYGehp,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x322f6f15d309b64dc74e27932f4c4b011d15727dc51c9efdeaf97e2275c629ca
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=18,https://play.joystream.org/channel/1990,alsh16,5EhFNsaRn4Li8VpMtXN6v2r5J39qZUmxUayVHMahd7eYGehp,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x322f6f15d309b64dc74e27932f4c4b011d15727dc51c9efdeaf97e2275c629ca
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=18,https://play.joystream.org/channel/1990,alsh16,5EhFNsaRn4Li8VpMtXN6v2r5J39qZUmxUayVHMahd7eYGehp,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x322f6f15d309b64dc74e27932f4c4b011d15727dc51c9efdeaf97e2275c629ca
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=18,https://play.joystream.org/channel/1990,alsh16,5EhFNsaRn4Li8VpMtXN6v2r5J39qZUmxUayVHMahd7eYGehp,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x322f6f15d309b64dc74e27932f4c4b011d15727dc51c9efdeaf97e2275c629ca
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=18,https://play.joystream.org/channel/1990,alsh16,5EhFNsaRn4Li8VpMtXN6v2r5J39qZUmxUayVHMahd7eYGehp,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x322f6f15d309b64dc74e27932f4c4b011d15727dc51c9efdeaf97e2275c629ca
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=18,https://play.joystream.org/channel/1990,alsh16,5EhFNsaRn4Li8VpMtXN6v2r5J39qZUmxUayVHMahd7eYGehp,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x322f6f15d309b64dc74e27932f4c4b011d15727dc51c9efdeaf97e2275c629ca
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=18,https://play.joystream.org/channel/1990,alsh16,5EhFNsaRn4Li8VpMtXN6v2r5J39qZUmxUayVHMahd7eYGehp,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x322f6f15d309b64dc74e27932f4c4b011d15727dc51c9efdeaf97e2275c629ca
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=18,https://play.joystream.org/channel/1990,alsh16,5EhFNsaRn4Li8VpMtXN6v2r5J39qZUmxUayVHMahd7eYGehp,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x322f6f15d309b64dc74e27932f4c4b011d15727dc51c9efdeaf97e2275c629ca
https://testnet.joystream.org/#/forum/threads/292?page=2&replyIdx=19,https://play.joystream.org/channel/2933,alionaalias,5Ca5X33Zr7YyUf7VG8mqNzZKGuMGy7daDcgcoAKEGqoivbUa,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x6e0cb7501b7bf39b5a83fc53c15e555bf606d7ded75a2f23b27ea75f1af479d3
https://testnet.joystream.org/#/forum/threads/292?page=3&replyIdx=21,https://play.joystream.org/video/3340,technical,5GhFEuigotuHz2bN3YYaDWWdmYXSZM59BaeEsE9gc5H6R7m8,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0xb916fe23c4e1c480d1d757df480fdf9bb18a207b23d08c958cc4b7d791414aa8
https://testnet.joystream.org/#/forum/threads/292?page=3&replyIdx=21,https://play.joystream.org/video/3340,technical,5GhFEuigotuHz2bN3YYaDWWdmYXSZM59BaeEsE9gc5H6R7m8,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0xb916fe23c4e1c480d1d757df480fdf9bb18a207b23d08c958cc4b7d791414aa8
https://testnet.joystream.org/#/forum/threads/292?page=3&replyIdx=22,https://play.joystream.org/video/3360,mitryou,5GmrNmii6kJfsobLEyzK8aba9tQJMPRkq2JDRciQdGWxTLzr,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x3abb4d92c07119de12304db8bbef678a3a5a196ffaf0f54640f64edb41ebfb7f
https://testnet.joystream.org/#/forum/threads/292?page=3&replyIdx=22,https://play.joystream.org/video/3365,mitryou,5GmrNmii6kJfsobLEyzK8aba9tQJMPRkq2JDRciQdGWxTLzr,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0x3abb4d92c07119de12304db8bbef678a3a5a196ffaf0f54640f64edb41ebfb7f
https://testnet.joystream.org/#/forum/threads/292?page=3&replyIdx=23,https://play.joystream.org/video/3370,seainvestor,5CA73jgvw1WK1sxmNky1Nvd3rFQg9jR6sYh46eHKncZcciAR,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0xde338d50fefcec211fa5c20601bc62bb00224123e1a18c18a926e52bca560fc4
https://testnet.joystream.org/#/forum/threads/292?page=3&replyIdx=24,https://play.joystream.org/video/3434,seainvestor,5CA73jgvw1WK1sxmNky1Nvd3rFQg9jR6sYh46eHKncZcciAR,3,0.0000391,76726,https://testnet.joystream.org/#/explorer/query/0xde338d50fefcec211fa5c20601bc62bb00224123e1a18c18a926e52bca560fc4
