Number;Content Curator;Type;ID entities;Owner entities;Act;Warn;Date;Time (optional);Reason or other comments;Network
522;leet_joy;Video\10;https://play.joystream.org/video/32;35;Accepted;;28.05.2021;;;New
523;leet_joy;Video\10;https://play.joystream.org/video/31;34;Accepted;;28.05.2021;;;New
524;leet_joy;Video\10;https://play.joystream.org/video/30;34;Accepted;;28.05.2021;;;New
525;leet_joy;Video\10;https://play.joystream.org/video/29;32;Accepted;;28.05.2021;;;New
526;leet_joy;Video\10;https://play.joystream.org/video/27;32;Accepted;;28.05.2021;;;New
527;leet_joy;Video\10;https://play.joystream.org/video/28;33;Accepted;;28.05.2021;;;New
528;leet_joy;Video\10;https://play.joystream.org/video/26;31;Accepted;;28.05.2021;;;New
529;leet_joy;Video\10;https://play.joystream.org/video/25;30;Accepted;;28.05.2021;;;New
530;leet_joy;Video\10;https://play.joystream.org/video/23;30;Accepted;;28.05.2021;;;New
531;leet_joy;Video\10;https://play.joystream.org/video/22;29;Accepted;;28.05.2021;;;New
532;leet_joy;Video\10;https://play.joystream.org/video/39;23;Accepted;;28.05.2021;;;New
533;leet_joy;Video\10;https://play.joystream.org/video/38;41;Accepted;;28.05.2021;;;New
534;leet_joy;Video\10;https://play.joystream.org/video/37;41;Accepted;;28.05.2021;;;New
535;leet_joy;Video\10;https://play.joystream.org/video/36;38;Accepted;;28.05.2021;;;New
536;leet_joy;Video\10;https://play.joystream.org/video/35;39;Accepted;;28.05.2021;;;New
537;leet_joy;Video\10;https://play.joystream.org/video/33;36;Accepted;;28.05.2021;;;New
538;leet_joy;Video\10;https://play.joystream.org/video/51;48;Accepted;;28.05.2021;;;New
539;leet_joy;Video\10;https://play.joystream.org/video/47;48;Accepted;;28.05.2021;;;New
540;leet_joy;Video\10;https://play.joystream.org/video/46;48;Accepted;;28.05.2021;;;New
541;leet_joy;Video\10;https://play.joystream.org/video/45;48;Accepted;;28.05.2021;;;New
542;leet_joy;Video\10;https://play.joystream.org/video/44;48;Accepted;;28.05.2021;;;New
543;leet_joy;Video\10;https://play.joystream.org/video/43;48;Accepted;;28.05.2021;;;New
544;leet_joy;Video\10;https://play.joystream.org/video/52;44;Accepted;;28.05.2021;;;New
545;leet_joy;Video\10;https://play.joystream.org/video/61;48;Accepted;;28.05.2021;;;New
546;leet_joy;Video\10;https://play.joystream.org/video/58;48;Accepted;;28.05.2021;;;New
547;leet_joy;Video\10;https://play.joystream.org/video/57;48;Accepted;;28.05.2021;;;New
548;leet_joy;Video\10;https://play.joystream.org/video/56;48;Accepted;;28.05.2021;;;New
549;leet_joy;Video\10;https://play.joystream.org/video/55;48;Accepted;;28.05.2021;;;New
550;leet_joy;Video\10;https://play.joystream.org/video/54;48;Accepted;;28.05.2021;;;New
551;prontera#3425;Video\10;https://play.joystream.org/video/72;56;Accepted;;28.05.2021;;;New
552;prontera#3425;Video\10;https://play.joystream.org/video/70;56;Accepted;;28.05.2021;;;New
553;prontera#3425;Video\10;https://play.joystream.org/video/67;26;Accepted;;28.05.2021;;;New
554;prontera#3425;Video\10;https://play.joystream.org/video/66;26;Accepted;;28.05.2021;;;New
555;prontera#3425;Video\10;https://play.joystream.org/video/65;26;Accepted;;28.05.2021;;;New
556;prontera#3425;Video\10;https://play.joystream.org/video/50;51;Accepted;;28.05.2021;;;New
557;prontera#3425;Video\10;https://play.joystream.org/video/42;46;Accepted;;28.05.2021;;;New
558;leet_joy;Video\10;https://play.joystream.org/video/76;48;Accepted;;29.05.2021;;;New
559;leet_joy;Video\10;https://play.joystream.org/video/69;48;Accepted;;29.05.2021;;;New
560;leet_joy;Video\10;https://play.joystream.org/video/63;48;Accepted;;29.05.2021;;;New
561;leet_joy;Video\10;https://play.joystream.org/video/64;48;Accepted;;29.05.2021;;;New
562;leet_joy;Video\10;https://play.joystream.org/video/62;48;Accepted;;29.05.2021;;;New
563;IgreX;Video\10;https://play.joystream.org/video/101;70;Accepted;;29.05.2021;;;New
564;IgreX;Video\10;https://play.joystream.org/video/97;71;Accepted;;29.05.2021;;;New
565;IgreX;Video\10;https://play.joystream.org/video/107;74;Accepted;;29.05.2021;;;New
566;prontera#3425;Video\10;https://play.joystream.org/video/130;76;Accepted;;30.05.2021;;;New
567;prontera#3425;Video\10;https://play.joystream.org/video/128;76;Accepted;;30.05.2021;;;New
568;prontera#3425;Video\10;https://play.joystream.org/video/127;76;Accepted;;30.05.2021;;;New
569;prontera#3425;Video\10;https://play.joystream.org/video/126;76;Accepted;;30.05.2021;;;New
570;prontera#3425;Video\10;https://play.joystream.org/video/132;76;Accepted;;30.05.2021;;;New
571;prontera#3425;Video\10;https://play.joystream.org/video/134;76;Accepted;;30.05.2021;;;New
572;IgreX;Video\10;https://play.joystream.org/video/103;71;Accepted;;30.05.2021;;;New
573;IgreX;Video\10;https://play.joystream.org/video/102;71;Accepted;;30.05.2021;;;New
574;IgreX;Video\10;https://play.joystream.org/video/100;71;Accepted;;30.05.2021;;;New
575;IgreX;Video\10;https://play.joystream.org/video/98;71;Accepted;;30.05.2021;;;New
576;IgreX;Video\10;https://play.joystream.org/video/96;71;Accepted;;30.05.2021;;;New
577;Meskalin;Video\10;https://play.joystream.org/video/140;80;Accepted;;30.05.2021;;;New
578;Meskalin;Video\10;https://play.joystream.org/video/125;78;Accepted;;30.05.2021;;;New
579;Meskalin;Video\10;https://play.joystream.org/video/123;64;Accepted;;30.05.2021;;;New
580;IgreX;Video\10;https://play.joystream.org/video/1;2;Accepted;;30.05.2021;;;New
581;Meskalin;Video\10;https://play.joystream.org/video/122;64;Accepted;;30.05.2021;;;New
582;Meskalin;Video\10;https://play.joystream.org/video/119;64;Accepted;;30.05.2021;;;New
583;Meskalin;Video\10;https://play.joystream.org/video/118;64;Accepted;;30.05.2021;;;New
584;IgreX;Video\10;https://play.joystream.org/video/3;2;Accepted;;30.05.2021;;;New
585;IgreX;Video\10;https://play.joystream.org/video/2;2;Accepted;;30.05.2021;;;New
586;Meskalin;Video\10;https://play.joystream.org/video/117;64;Accepted;;30.05.2021;;;New
587;Meskalin;Video\10;https://play.joystream.org/video/115;64;Accepted;;30.05.2021;;;New
588;Meskalin;Video\10;https://play.joystream.org/video/114;64;Accepted;;30.05.2021;;;New
589;Meskalin;Video\10;https://play.joystream.org/video/113;64;Accepted;;30.05.2021;;;New
590;leet_joy;Video\10;https://play.joystream.org/video/151;75;Accepted;;30.05.2021;;;New
591;leet_joy;Video\10;https://play.joystream.org/video/149;75;Accepted;;30.05.2021;;;New
592;leet_joy;Video\10;https://play.joystream.org/video/147;75;Accepted;;30.05.2021;;;New
593;leet_joy;Video\10;https://play.joystream.org/video/146;75;Accepted;;30.05.2021;;;New
594;leet_joy;Video\10;https://play.joystream.org/video/145;75;Accepted;;30.05.2021;;;New
595;leet_joy;Video\10;https://play.joystream.org/video/144;75;Accepted;;30.05.2021;;;New
596;leet_joy;Video\10;https://play.joystream.org/video/112;75;Accepted;;30.05.2021;;;New
597;leet_joy;Video\10;https://play.joystream.org/video/152;82;Accepted;;30.05.2021;;;New
598;prontera#3425;Video\10;https://play.joystream.org/video/148;80;Accepted;;30.05.2021;;;New
599;IgreX;Video\10;https://play.joystream.org/video/5;2;Accepted;;30.05.2021;;;New
600;IgreX;Video\11;https://play.joystream.org/video/4;2;Accepted;;30.05.2021;;;New
601;prontera#3425;Video\10;https://play.joystream.org/video/187;76;Accepted;;30.05.2021;;;New
602;IgreX;Channel\1;https://play.joystream.org/channel/58;;Accepted;https://testnet.joystream.org/#/forum/threads/329?page=5&replyIdx=47;31.05.2021;;Dupicate;New
603;IgreX;Channel\1;https://play.joystream.org/channel/57;;Censored;https://testnet.joystream.org/#/forum/threads/329?page=5&replyIdx=47;31.05.2021;;Dupicate;New
604;IgreX;Channel\1;https://play.joystream.org/channel/55;;Censored;https://testnet.joystream.org/#/forum/threads/329?page=5&replyIdx=47;31.05.2021;;Dupicate;New
605;IgreX;Channel\1;https://play.joystream.org/channel/54;;Censored;https://testnet.joystream.org/#/forum/threads/329?page=5&replyIdx=47;31.05.2021;;Dupicate;New
606;leet_joy;Video\10;https://play.joystream.org/video/191;80;Accepted;;31.05.2021;;;New
607;leet_joy;Video\10;https://play.joystream.org/video/192;80;Accepted;;31.05.2021;;;New
608;leet_joy;Video\10;https://play.joystream.org/video/193;80;Accepted;;31.05.2021;;;New
609;IgreX;Channel\1;https://play.joystream.org/channel/23;;Accepted;;31.05.2021;;;New
610;IgreX;Video\10;https://play.joystream.org/video/195;23;Accepted;;31.05.2021;;;New
611;IgreX;Video\10;https://play.joystream.org/video/196;23;Accepted;;31.05.2021;;;New
612;IgreX;Video\10;https://play.joystream.org/video/197;23;Accepted;;31.05.2021;;;New
613;IgreX;Video\10;https://play.joystream.org/video/198;23;Accepted;;31.05.2021;;;New
614;IgreX;Video\10;https://play.joystream.org/video/203;23;Accepted;;31.05.2021;;;New
615;IgreX;Video\10;https://play.joystream.org/video/202;23;Accepted;;31.05.2021;;;New
616;IgreX;Video\10;https://play.joystream.org/video/200;23;Accepted;;31.05.2021;;;New
617;IgreX;Video\10;https://play.joystream.org/video/199;23;Accepted;;31.05.2021;;;New
618;IgreX;Video\10;https://play.joystream.org/video/204;23;Accepted;;31.05.2021;;;New
619;IgreX;Video\10;https://play.joystream.org/video/205;23;Accepted;;31.05.2021;;;New
620;IgreX;Video\10;https://play.joystream.org/video/207;23;Accepted;;31.05.2021;;;New
621;IgreX;Video\10;https://play.joystream.org/video/208;23;Accepted;;31.05.2021;;;New
622;IgreX;Video\10;https://play.joystream.org/video/209;23;Accepted;;31.05.2021;;;New
623;IgreX;Video\10;https://play.joystream.org/video/210;23;Accepted;;31.05.2021;;;New
624;IgreX;Video\10;https://play.joystream.org/video/211;23;Accepted;;31.05.2021;;;New
625;IgreX;Video\10;https://play.joystream.org/video/212;23;Accepted;;31.05.2021;;;New
626;IgreX;Video\10;https://play.joystream.org/video/213;23;Accepted;;31.05.2021;;;New
627;IgreX;Video\10;https://play.joystream.org/video/214;23;Accepted;;31.05.2021;;;New
628;IgreX;Video\10;https://play.joystream.org/video/215;23;Accepted;;31.05.2021;;;New
629;IgreX;Video\10;https://play.joystream.org/video/217;23;Accepted;;31.05.2021;;;New
630;IgreX;Video\10;https://play.joystream.org/video/218;23;Accepted;;31.05.2021;;;New
631;IgreX;Video\10;https://play.joystream.org/video/221;23;Accepted;;31.05.2021;;;New
632;IgreX;Video\10;https://play.joystream.org/video/222;23;Accepted;;31.05.2021;;;New
633;IgreX;Video\10;https://play.joystream.org/video/224;23;Accepted;;31.05.2021;;;New
634;IgreX;Video\10;https://play.joystream.org/video/229;23;Accepted;;31.05.2021;;;New
635;IgreX;Video\10;https://play.joystream.org/video/228;23;Accepted;;31.05.2021;;;New
636;IgreX;Video\10;https://play.joystream.org/video/226;23;Accepted;;31.05.2021;;;New
637;IgreX;Video\10;https://play.joystream.org/video/225;23;Accepted;;31.05.2021;;;New
638;IgreX;Channel\1;https://play.joystream.org/channel/36;;Accepted;;31.05.2021;;;New
639;IgreX;Channel\1;https://play.joystream.org/channel/22;;Accepted;;31.05.2021;;;New
640;IgreX;Video\10;https://play.joystream.org/video/6;22;Accepted;;31.05.2021;;;New
641;IgreX;Channel\1;https://play.joystream.org/channel/24;;Accepted;;31.05.2021;;Empty;New
642;IgreX;Channel\1;https://play.joystream.org/channel/25;;Accepted;;31.05.2021;;;New
643;IgreX;Video\10;https://play.joystream.org/video/7;25;Accepted;;31.05.2021;;;New
644;IgreX;Channel\1;https://play.joystream.org/channel/26;;Accepted;;31.05.2021;;;New
645;IgreX;Channel\1;https://play.joystream.org/channel/27;;Accepted;;31.05.2021;;;New
646;IgreX;Video\10;https://play.joystream.org/video/10;27;Accepted;;31.05.2021;;;New
647;IgreX;Video\10;https://play.joystream.org/video/91;29;Accepted;;31.05.2021;;;New
648;IgreX;Video\10;https://play.joystream.org/video/90;29;Accepted;;31.05.2021;;;New
649;IgreX;Video\10;https://play.joystream.org/video/89;29;Accepted;;31.05.2021;;;New
650;IgreX;Channel\1;https://play.joystream.org/channel/29;;Accepted;;31.05.2021;;;New
651;IgreX;Video\10;https://play.joystream.org/video/11;28;Accepted;;31.05.2021;;;New
652;IgreX;Channel\1;https://play.joystream.org/channel/28;;Accepted;;31.05.2021;;;New
653;IgreX;Video\10;https://play.joystream.org/video/238;89;Accepted;;01.06.2021;;;New
654;IgreX;Channel\1;https://play.joystream.org/channel/89;;Accepted;;01.06.2021;;;New
655;IgreX;Channel\1;https://play.joystream.org/channel/90;;Accepted;;01.06.2021;;;New
656;IgreX;Video\10;https://play.joystream.org/video/250;92;Accepted;;01.06.2021;;;New
657;IgreX;Video\10;https://play.joystream.org/video/248;92;Accepted;;01.06.2021;;;New
658;IgreX;Channel\1;https://play.joystream.org/channel/92;;Accepted;;01.06.2021;;;New
659;IgreX;Video\10;https://play.joystream.org/video/240;90;Accepted;;01.06.2021;;;New
660;IgreX;Video\10;https://play.joystream.org/video/242;90;Accepted;;01.06.2021;;;New
661;IgreX;Video\10;https://play.joystream.org/video/245;90;Accepted;;01.06.2021;;;New
662;IgreX;Video\10;https://play.joystream.org/video/247;90;Accepted;;01.06.2021;;;New
663;IgreX;Video\10;https://play.joystream.org/video/249;90;Accepted;;01.06.2021;;;New
664;IgreX;Video\10;https://play.joystream.org/video/251;90;Accepted;;01.06.2021;;;New
665;IgreX;Video\10;https://play.joystream.org/video/252;90;Accepted;;01.06.2021;;;New
666;IgreX;Video\10;https://play.joystream.org/video/253;90;Accepted;;01.06.2021;;;New
667;IgreX;Video\10;https://play.joystream.org/video/254;90;Accepted;;01.06.2021;;;New
668;IgreX;Video\10;https://play.joystream.org/video/255;90;Accepted;;01.06.2021;;;New
669;Meskalin;Video\10;https://play.joystream.org/video/274;95;Accepted;;01.06.2021;;;New
670;Meskalin;Video\10;https://play.joystream.org/video/273;95;Accepted;;01.06.2021;;;New
671;Meskalin;Video\10;https://play.joystream.org/video/272;92;Accepted;;01.06.2021;;;New
672;Meskalin;Video\10;https://play.joystream.org/video/271;92;Accepted;;01.06.2021;;;New
673;Meskalin;Video\10;https://play.joystream.org/video/270;92;Accepted;;01.06.2021;;;New
674;Meskalin;Video\10;https://play.joystream.org/video/269;92;Accepted;;01.06.2021;;;New
675;Meskalin;Video\10;https://play.joystream.org/video/268;92;Accepted;;01.06.2021;;;New
676;Meskalin;Video\10;https://play.joystream.org/video/267;92;Accepted;;01.06.2021;;;New
677;Meskalin;Video\10;https://play.joystream.org/video/261;92;Accepted;;01.06.2021;;;New
678;Meskalin;Video\10;https://play.joystream.org/video/259;92;Accepted;;01.06.2021;;;New
679;Meskalin;Video\10;https://play.joystream.org/video/257;92;Accepted;;01.06.2021;;;New
670;Meskalin;Video\10;https://play.joystream.org/video/263;48;Accepted;;01.06.2021;;;New
671;Meskalin;Video\10;https://play.joystream.org/video/260;90;Accepted;;01.06.2021;;;New
672;Meskalin;Video\10;https://play.joystream.org/video/258;90;Accepted;;01.06.2021;;;New
673;leet_joy;Video\10;https://play.joystream.org/video/288;98;Accepted;;02.06.2021;;;New
674;leet_joy;Video\10;https://play.joystream.org/video/284;95;Accepted;;02.06.2021;;;New
675;leet_joy;Video\10;https://play.joystream.org/video/282;95;Accepted;;02.06.2021;;;New
676;leet_joy;Video\10;https://play.joystream.org/video/281;60;Accepted;;02.06.2021;;;New
677;leet_joy;Video\10;https://play.joystream.org/video/280;53;Accepted;;02.06.2021;;;New
678;leet_joy;Video\10;https://play.joystream.org/video/279;53;Accepted;;02.06.2021;;;New
679;leet_joy;Video\10;https://play.joystream.org/video/278;95;Accepted;;02.06.2021;;;New
680;leet_joy;Video\10;https://play.joystream.org/video/277;95;Accepted;;02.06.2021;;;New
681;leet_joy;Video\10;https://play.joystream.org/video/276;95;Accepted;;02.06.2021;;;New
682;leet_joy;Video\10;https://play.joystream.org/video/302;90;Accepted;;03.06.2021;;;New
683;leet_joy;Video\10;https://play.joystream.org/video/297;90;Accepted;;03.06.2021;;;New
684;leet_joy;Video\10;https://play.joystream.org/video/295;90;Accepted;;03.06.2021;;;New
685;leet_joy;Video\10;https://play.joystream.org/video/305;64;Accepted;;03.06.2021;;;New
686;leet_joy;Video\10;https://play.joystream.org/video/304;64;Accepted;;03.06.2021;;;New
687;leet_joy;Video\10;https://play.joystream.org/video/294;101;Accepted;;03.06.2021;;;New
688;leet_joy;Video\10;https://play.joystream.org/video/293;101;Accepted;;03.06.2021;;;New
689;leet_joy;Video\10;https://play.joystream.org/video/292;101;Accepted;;03.06.2021;;;New
690;leet_joy;Video\10;https://play.joystream.org/video/291;101;Accepted;;03.06.2021;;;New
691;leet_joy;Video\10;https://play.joystream.org/video/290;101;Accepted;;03.06.2021;;;New
692;IgreX;Video\10;https://play.joystream.org/video/289;100;Accepted;;03.06.2021;;;New
693;IgreX;Channel\1;https://play.joystream.org/channel/100;;Accepted;;03.06.2021;;;New
694;leet_joy;Video\10;https://play.joystream.org/video/307;79;Accepted;;03.06.2021;;;New
695;leet_joy;Video\11;https://play.joystream.org/video/313;104;Accepted;;04.06.2021;;;New
696;leet_joy;Video\12;https://play.joystream.org/video/312;104;Accepted;;04.06.2021;;;New
697;leet_joy;Video\13;https://play.joystream.org/video/310;104;Accepted;;04.06.2021;;;New
698;Meskalin;Video\10;https://play.joystream.org/video/329;104;Accepted;;04.06.2021;;;New
699;Meskalin;Video\10;https://play.joystream.org/video/328;104;Accepted;;04.06.2021;;;New
700;Meskalin;Video\10;https://play.joystream.org/video/327;23;Accepted;;04.06.2021;;;New
701;Meskalin;Video\10;https://play.joystream.org/video/326;23;Accepted;;04.06.2021;;;New
702;Meskalin;Video\10;https://play.joystream.org/video/325;23;Accepted;;04.06.2021;;;New
703;Meskalin;Video\10;https://play.joystream.org/video/324;23;Accepted;;04.06.2021;;;New
704;Meskalin;Video\10;https://play.joystream.org/video/323;23;Accepted;;04.06.2021;;;New
705;Meskalin;Video\10;https://play.joystream.org/video/321;67;Accepted;;04.06.2021;;;New
706;Meskalin;Video\10;https://play.joystream.org/video/320;67;Accepted;;04.06.2021;;;New
707;Meskalin;Video\10;https://play.joystream.org/video/319;67;Censored;https://testnet.joystream.org/#/forum/threads/329?page=5&replyIdx=47;04.06.2021;;;New
708;Meskalin;Video\10;https://play.joystream.org/video/318;67;Accepted;;04.06.2021;;;New
709;Meskalin;Video\10;https://play.joystream.org/video/315;67;Accepted;;04.06.2021;;;New
710;Meskalin;Video\10;https://play.joystream.org/video/330;35;Accepted;;05.06.2021;;;New
711;IgreX;Video\10;https://play.joystream.org/video/333;71;Accepted;;05.06.2021;;;New
712;IgreX;Video\10;https://play.joystream.org/video/332;71;Accepted;;05.06.2021;;;New
713;IgreX;Video\10;https://play.joystream.org/video/331;71;Accepted;;05.06.2021;;;New
714;IgreX;Video\10;https://play.joystream.org/video/343;104;Accepted;;05.06.2021;;;New
715;IgreX;Video\10;https://play.joystream.org/video/342;104;Accepted;;05.06.2021;;;New
716;IgreX;Video\10;https://play.joystream.org/video/341;104;Accepted;;05.06.2021;;;New
717;IgreX;Video\10;https://play.joystream.org/video/340;104;Accepted;;05.06.2021;;;New
718;IgreX;Video\10;https://play.joystream.org/video/336;104;Accepted;;05.06.2021;;;New
719;IgreX;Video\10;https://play.joystream.org/video/337;104;Accepted;;05.06.2021;;;New
720;IgreX;Video\10;https://play.joystream.org/video/338;104;Accepted;;05.06.2021;;;New
721;IgreX;Video\10;https://play.joystream.org/video/339;104;Accepted;;05.06.2021;;;New
722;IgreX;Video\10;https://play.joystream.org/video/314;104;Accepted;;05.06.2021;;;New
723;IgreX;Video\10;https://play.joystream.org/video/335;104;Accepted;;05.06.2021;;;New
